trait	rank	gene_index	gene_id	gene_name	chromosome	start	end	n_snps	attention_mean	attention_sd	seed_ranks	rank_sd
CUDI_CODE_REPRO	122	1682	gene:Os01g0377250	gene:Os01g0377250	1	15582008	15582712	1	0.000967533482859532	0.000369788611887333	54,179,257	102.4027994409007
CUDI_CODE_REPRO	123	303	gene:Os01g0138232	gene:Os01g0138232	1	2048615	2049566	8	0.0009636709194940826	0.00012989788370057048	139,76,120	32.316146634976974
CUDI_CODE_REPRO	124	1099	gene:Os01g0252300	gene:Os01g0252300	1	8339050	8339456	2	0.0009593677047329644	0.00016592041596871158	163,72,111	45.6544995956952
CUDI_CODE_REPRO	125	1549	gene:Os01g0343400	gene:Os01g0343400	1	13580715	13581665	8	0.0009577752789482474	0.0002512078578676196	168,121,92	38.353617821530214
CUDI_CODE_REPRO	126	1100	gene:Os01g0252400	gene:Os01g0252400	1	8339174	8339709	2	0.0009562468427854279	0.00016091471044887322	162,73,115	44.52340208624374
CUDI_CODE_REPRO	127	1836	gene:Os01g0520500	gene:Os01g0520500	1	18530333	18531309	3	0.0009552493381003538	0.00019748622114745348	183,69,109	57.838856604650594
CUDI_CODE_REPRO	128	1858	gene:Os01g0525100	gene:Os01g0525100	1	18780600	18781392	4	0.0009523682141055664	0.0002296395174018645	106,228,113	68.5054742338158
CUDI_CODE_REPRO	129	285	gene:Os01g0136600	gene:Os01g0136600	1	1970071	1970782	14	0.0009488080395385623	0.0001549266939697077	191,37,126	77.31106001084191
CUDI_CODE_REPRO	130	1912	gene:Os01g0536950	gene:Os01g0536950	1	19539370	19540140	1	0.0009383202025977274	0.0003068503413882709	65,97,329	144.07405503189437
CUDI_CODE_REPRO	131	1019	gene:Os01g0238375	gene:Os01g0238375	1	7660812	7661458	3	0.0009367269813083112	0.0001612962344681204	122,147,127	13.228756555322953
CUDI_CODE_REPRO	132	477	gene:Os01g0162500	gene:Os01g0162500	1	3259516	3262661	4	0.0009350678107390801	0.00024867666057420463	146,200,102	49.08496035786657
CUDI_CODE_REPRO	133	1761	gene:Os01g0505600	OsCML11	1	17581215	17582104	2	0.0009342822983550528	0.00011606034795507241	111,118,146	18.520259177452136
CUDI_CODE_REPRO	134	1793	gene:Os01g0511700	gene:Os01g0511700	1	18022167	18023518	3	0.0009273153264075518	0.00016147943065181774	165,100,119	33.421549934136806
CUDI_CODE_REPRO	135	1111	gene:Os01g0253800	gene:Os01g0253800	1	8401548	8402325	3	0.000920884272394081	0.0001738965876217408	136,158,122	18.147543451754935
CUDI_CODE_REPRO	136	475	gene:Os01g0162300	gene:Os01g0162300	1	3256822	3257901	4	0.0009103619765179852	0.0002515492063717726	158,231,106	62.7933117457584
CUDI_CODE_REPRO	137	1178	gene:Os01g0265800	RBP-P	1	9063968	9066786	3	0.0009103461052291095	0.0001847708899098448	90,184,179	52.88667128870941
CUDI_CODE_REPRO	138	476	gene:Os01g0162400	gene:Os01g0162400	1	3257944	3258889	4	0.0009087367410150667	0.00024772928785986574	156,227,108	59.86930209492452
CUDI_CODE_REPRO	139	1923	gene:Os01g0543400	gene:Os01g0543400	1	20101102	20103606	7	0.0009023335296660662	0.00012664787153688877	118,160,156	23.18045153428495
CUDI_CODE_REPRO	140	1636	gene:Os01g0364400	OsRLCK35	1	14856256	14878542	5	0.0008990366477519274	0.00031584281529315047	267,137,89	92.09415471859944
CUDI_CODE_REPRO	141	687	gene:Os01g0192000	DOS	1	4949133	4951123	2	0.0008976391400210559	0.0001679769212170973	214,82,128	67.00248751601193
CUDI_CODE_REPRO	142	688	gene:Os01g0192101	gene:Os01g0192101	1	4949849	4951508	2	0.0008976132182093958	0.00016779629062083	215,81,129	67.89207121110191
CUDI_CODE_REPRO	143	1192	gene:Os01g0267800	OsRLCK29	1	9192164	9193439	4	0.0008965059532783926	0.0002566347402260604	179,217,107	55.868894148115494
CUDI_CODE_REPRO	144	415	gene:Os01g0153275	gene:Os01g0153275	1	2864726	2867411	10	0.0008923906328467032	0.00018754400025885491	178,143,121	28.74601421646718
CUDI_CODE_REPRO	145	181	gene:Os01g0122000	OsPR5	1	1249881	1251421	2	0.0008920364974377056	0.0002127862213218371	84,181,227	73.0
CUDI_CODE_REPRO	146	414	gene:Os01g0153250	P0030H07.23	1	2864276	2867341	10	0.0008919191313907504	0.00018110119586933301	176,141,124	26.514147167125703
CUDI_CODE_REPRO	147	613	gene:Os01g0181000	gene:Os01g0181000	1	4272846	4276299	4	0.0008799920518261691	0.00010826931098420413	149,139,152	6.8068592855540455
CUDI_CODE_REPRO	148	1030	gene:Os01g0239300	gene:Os01g0239300	1	7724314	7725532	6	0.0008799224936713775	0.0001477182310985355	185,123,136	32.69556544854363
CUDI_CODE_REPRO	149	182	gene:Os01g0122200	gene:Os01g0122200	1	1254028	1255635	2	0.0008771451927411059	0.00012371866921081438	104,115,226	67.48580097571143
CUDI_CODE_REPRO	150	1071	gene:Os01g0247700	SLAC	1	8132699	8135454	1	0.0008748476393520832	0.0002907230198745412	76,276,280	116.6419021335529
CUDI_CODE_REPRO	151	183	gene:Os01g0122367	gene:Os01g0122367	1	1254331	1255339	2	0.0008733137510716915	0.00012652861122243962	105,122,231	68.36909633257802
CUDI_CODE_REPRO	152	615	gene:Os01g0181166	gene:Os01g0181166	1	4277958	4278517	5	0.0008658191266780099	0.00017079355713679457	175,180,135	24.664414311581236
CUDI_CODE_REPRO	153	1989	gene:Os01g0557200	gene:Os01g0557200	1	21062727	21063681	7	0.0008628590924975773	0.00021187247907737954	145,316,133	102.36698686588367
CUDI_CODE_REPRO	154	472	gene:Os01g0162001	gene:Os01g0162001	1	3243674	3244422	8	0.0008606574847362936	0.00010902978911623549	187,112,155	37.634204300520736
CUDI_CODE_REPRO	155	1044	gene:Os01g0242900	B1066G12.20-1	1	7876239	7878776	3	0.0008595788579744598	0.00010816398152725373	133,178,177	25.696951829610715
CUDI_CODE_REPRO	156	1189	gene:Os01g0267300	OsSRP-QKG	1	9171328	9172907	3	0.0008589633313628534	7.145397541141879e-05	157,126,169	22.18858565419016
CUDI_CODE_REPRO	157	1043	gene:Os01g0242800	gene:Os01g0242800	1	7871885	7876344	3	0.0008579679027510186	0.00011323197299637764	132,187,175	28.919428302325297
CUDI_CODE_REPRO	158	1835	gene:Os01g0520340	gene:Os01g0520340	1	18527781	18531782	4	0.0008572813045854369	0.00015969470683786492	154,219,143	41.0731055558257
CUDI_CODE_REPRO	159	1190	gene:Os01g0267400	gene:Os01g0267400	1	9173234	9175902	3	0.0008564027569567164	7.735690780703019e-05	160,130,168	20.033305601755625
CUDI_CODE_REPRO	160	1376	gene:Os01g0301900	gene:Os01g0301900	1	11110199	11110480	2	0.0008563340137091776	0.00020037301477448605	94,150,312	113.21366230863363
CUDI_CODE_REPRO	161	473	gene:Os01g0162101	gene:Os01g0162101	1	3244945	3245443	8	0.0008505900429251293	0.00010048541598819109	189,125,160	32.046840717924134
CUDI_CODE_REPRO	162	974	gene:Os01g0232800	gene:Os01g0232800	1	7352223	7357332	6	0.000849966270228227	0.00023452492586759798	342,77,132	139.85111130532118
